State,State_ID,Region_ID,Division_ID, All Students Rates, American Indians Rates,Asian Americans Rates,Hawaiian/Pacific Islanders Rates, Black Students Rates ,Latino Students Rates ,White Students Rates ,EL Students Rates,Discipline Gap: American Indians vs. Whites (in percentage points),Discipline Gap: Blacks vs. Whites (in percentage points),Discipline Gap: Latinos vs. Whites (in percentage points), All Males Rates, American Indian Males Rates,Asian American Males Rates,Hawaiian/ Pacific Islander Males Rates , Black Males Rates ,Latino Males Rates, White Males Rates ,Male EL Students Rates, All Females Rates,American Indian Females Rates,Asian American Females Rates,Hawaiian/ Pacific Islander Females Rates ,Black Females Rates ,Latina Females Rates,White Females Rates ,EL Females Rates, All Students WD Rates, American Indian Students WD Rates,Asian American Students WD Rates,Hawaiian/Pacific Islander Students WD Rates,Black Students WD Rates ,Latino Students WD Rates ,White Students WD Rates ,EL Students WD Rates,All Males WD Rates,American Indian Males WD Rates,Asian American Males WD Rates,Hawaiian/Pacific Islander Males WD Rates,Black Males WD Rates,Latino Males WD Rates,Whites Males WD Rates,EL Males WD Rates,All Females WD Rates,American Indian Females WD Rates,Asian American Females WD Rates,Hawaiian/Pacific Islander Females WD Rates,Black Females WD Rates,Latina Females WD Rates,Whites Females WD Rates,EL Females WD Rates, All Students WOD Rates, American Indian Students WOD Rates,Asian American Students WOD Rates,Hawaiian/Pacific Islander Students WOD Rates,Black Students WOD Rates ,Latino Students WOD Rates ,White Students WOD Rates ,EL Students WOD Rates,All Males WOD Rates,American Indian Males WOD Rates,Asian American Males WOD Rates,Hawaiian/Pacific Islander Males WOD Rates,Black Males WOD Rates,Latino Males WOD Rates,Whites Males WOD Rates,EL Males WOD Rates,All Females WOD Rates,American Indian Females WOD Rates,Asian American Females WOD Rates,Hawaiian/Pacific Islander Females WOD Rates,Black Females WOD Rates,Latina Females WOD Rates,Whites Females WOD Rates,EL Females WOD Rates,Total Suspended Students ,Suspended American Indians,Suspended Asian Americans ,Suspended Hawaiian/Pacific Islanders ,Suspended Blacks ,Suspended Latinos,Suspended Whites,Suspended EL Students,Suspended Males ,Suspended American Indian Males ,Suspended Asian American Males ,Suspended Hawaiian/Pacific Islander Males ,Suspended Black Males ,Suspended Latino Males ,Suspended White Males ,Suspended EL Males ,Suspended Females ,Suspended American Indian Females ,Suspended Asian American Females ,Suspended Hawaiian/Pacific Islander Females ,Suspended Black Females ,Suspended Latina Females ,Suspended White Females ,Suspended EL Females ,Suspended Students WD ,Suspended American Indians WD ,Suspended Asian Americans WD ,Suspended Hawaiian/Pacific Islanders WD ,Suspended Blacks WD,Suspended Latinos WD ,Suspended Whites WD ,Suspended EL Students WD ,Suspended Males WD,Suspended American Indian Males WD,Suspended Asian American Males WD ,Suspended Hawaiian/Pacific Islander Males WD ,Suspended Black Males WD ,Suspended Latino Males WD ,Suspended White Males WD ,Suspended EL Males WD,Suspended Females WD,Suspended American Indian Females WD,Suspended Asian American Females WD,Suspended Hawaiian/Pacific Islander Females WD ,Suspended Black Females WD ,Suspended Latina Females WD ,Suspended White Females WD ,Suspended EL Females WD ,Suspended Students WOD ,Suspended American Indians WOD ,Suspended Asian Americans WOD ,Suspended Hawaiian/Pacific Islanders WOD ,Suspended Blacks WOD ,Suspended Latinos WOD ,Suspended Whites WOD ,Suspended EL Students WOD ,Suspended Males WOD ,Suspended American Indian Males WOD ,Suspended Asian American Males WOD ,Suspended Hawaiian/Pacific Islander Males WOD,Suspended Black Males WOD ,Suspended Latino Males WOD ,Suspended White Males WOD ,Suspended EL Males WOD ,Suspended Females WOD ,Suspended American Indian Females WOD ,Suspended Asian American Females WOD,Suspended Hawaiian/Pacific Islander Females WOD ,Suspended Black Females WOD,Suspended Latina Females WOD ,Suspended White Females WOD,Suspended EL Females WOD,All Students Enrollment,American Indian Enrollment ,Asian American Enrollment ,Hawaiian/Pacific Islander Enrollment ,Black Enrollment ,Latino Enrollment ,White Enrollment ,EL Enrollment ,Male Enrollment,American Indian Male Enrollment,Asian American Male Enrollment ,Hawaiian/Pacific Islander Male Enrollment ,Black Male Enrollment ,Latino Male Enrollment ,White Male Enrollment ,EL Male Enrollment,Female Enrollment ,American Indian Female Enrollment,Asian American Female Enrollment ,Hawaiian/Pacific Islander Female Enrollment ,Black Female Enrollment ,Latina Female Enrollment ,White Female Enrollment ,EL Female Enrollment ,Students WD Enrollment,American Indians WD Enrollment ,Asian Americans WD Enrollment ,Hawaiian/Pacific Islanders WD Enrollment ,Blacks WD Enrollment ,Latinos WD Enrollment ,Whites WD Enrollment ,EL Students WD Enrollment ,Males WD Enrollment ,American Indian Males WD Enrollment ,Asian American Males WD Enrollment ,Hawaiian/Pacific Islander Males WD Enrollment ,Black Males WD Enrollment ,Latino Males WD Enrollment ,White Males WD Enrollment,EL Males WD Enrollment ,Females WD Enrollment,American Indian Females WD Enrollment ,Asian American Females WD Enrollment ,Hawaiian/Pacific Islander Females WD Enrollment,Black Females WD Enrollment ,Latina Females WD Enrollment ,White Females WD Enrollment ,EL Females WD Enrollment,Students WOD Enrollment ,American Indians WOD Enrollment ,Asian Americans WOD Enrollment ,Hawaiian/Pacific Islanders WOD Enrollment ,Blacks WOD Enrollment,Latinos WOD Enrollment ,Whites WOD Enrollment,EL Students WOD Enrollment ,Males WOD Enrollment ,American Indian Males WOD Enrollment ,Asian American Males WOD Enrollment ,Hawaiian/Pacific Islander Males WOD Enrollment ,Black Males WOD Enrollment,Latino Males WOD Enrollment ,White Males WOD Enrollment ,EL Males WOD Enrollment ,Females WOD Enrollment ,American Indian Females WOD Enrollment ,Asian American Indian Females WOD Enrollment,Hawaiian/Pacific Islander Females WOD Enrollment ,Black Females WOD Enrollment ,Latina Females WOD Enrollment ,White Females WOD Enrollment ,EL Females WOD Enrollment,Number of Middle Schools,Number of High Schools,Number of Secondary Schools
New Hampshire,33,1,1,8.59%,5.19%,2.33%,0.00%,21.13%,11.31%,8.32%,9.40%,-3.13,12.8,2.99,11.71%,5.71%,4.15%,0.00%,26.73%,14.43%,11.41%,11.93%,5.16%,2.78%,0.41%,0.00%,13.17%,7.20%,4.98%,7.44%,17.08%,10.00%,10.71%,,28.79%,21.77%,16.57%,20.00%,20.32%,16.67%,20.00%,,39.47%,26.32%,19.43%,25.93%,11.27%,0.00%,0.00%,,21.74%,14.29%,11.03%,13.33%,7.33%,3.08%,1.87%,0.00%,19.31%,9.68%,7.12%,8.61%,10.22%,3.85%,2.80%,0.00%,23.12%,12.26%,9.92%,10.58%,4.54%,3.13%,0.44%,0.00%,11.70%,6.11%,4.40%,7.11%,"8,505",20,60,0,450,435,"7,415",220,"5,975",10,55,0,290,290,"5,240",145,"2,475",5,5,0,135,130,"2,150",80,"2,605",5,15,0,95,135,"2,300",45,"1,985",5,15,0,75,100,"1,730",35,620,0,0,0,25,30,550,10,"5,965",10,45,0,335,305,"5,185",180,"4,095",5,35,0,200,190,"3,550",110,"1,875",5,5,0,100,95,"1,630",70,"99,025",385,"2,580",40,"2,130","3,845","89,075","2,340","51,025",175,"1,325",15,"1,085","2,010","45,910","1,215","47,970",180,"1,225",10,"1,025","1,805","43,190","1,075","15,250",50,140,0,330,620,"13,880",225,"9,770",30,75,0,190,380,"8,905",135,"5,500",10,50,0,115,210,"4,985",75,"81,345",325,"2,405",30,"1,735","3,150","72,815","2,090","40,065",130,"1,250",10,865,"1,550","35,795","1,040","41,285",160,"1,140",10,855,"1,555","37,060",985,85,80,170
New Jersey,34,1,2,7.55%,6.08%,1.52%,4.72%,17.79%,10.55%,4.66%,5.57%,1.42,13.13,5.89,9.99%,4.76%,2.20%,5.71%,22.22%,13.75%,6.62%,7.15%,4.98%,4.48%,0.56%,4.35%,13.17%,7.07%,2.61%,3.23%,13.75%,11.76%,2.35%,50.00%,23.11%,15.80%,9.50%,9.64%,15.89%,11.11%,3.13%,100.00%,26.07%,18.19%,11.33%,11.76%,9.47%,0.00%,0.57%,100.00%,17.43%,10.48%,5.62%,5.56%,6.40%,5.26%,1.37%,2.05%,16.22%,9.41%,3.78%,5.20%,8.52%,2.13%,1.91%,2.06%,20.57%,12.29%,5.43%,6.65%,4.42%,3.77%,0.43%,1.96%,12.27%,6.41%,2.20%,3.02%,"48,320",45,885,50,"17,635","12,410","16,690",915,"32,605",15,650,30,"11,125","8,270","12,125",630,"15,625",15,160,20,"6,465","4,055","4,565",245,"13,870",10,70,25,"5,025","3,190","5,220",80,"10,450",5,60,15,"3,670","2,335","4,100",60,"3,320",0,5,10,"1,320",765,"1,055",15,"34,475",30,755,20,"12,555","9,160","11,480",805,"22,195",5,525,10,"7,390","5,810","7,985",545,"12,310",10,120,10,"5,085","3,210","3,445",220,"639,715",740,"58,200","1,060","99,140","117,645","358,435","16,440","326,300",315,"29,550",525,"50,070","60,150","183,270","8,815","313,455",335,"28,590",460,"49,105","57,340","175,170","7,595","100,865",85,"2,980",50,"21,745","20,185","54,935",830,"65,780",45,"1,915",15,"14,080","12,840","36,200",510,"35,070",20,870,10,"7,575","7,300","18,770",270,"538,885",570,"55,220",975,"77,410","97,350","303,545","15,495","260,505",235,"27,535",485,"35,930","47,270","147,115","8,200","278,355",265,"27,655",425,"41,435","50,065","156,355","7,290",355,405,825
New Mexico,35,4,8,12.79%,14.44%,3.94%,0.00%,17.23%,14.54%,8.27%,13.84%,6.17,8.96,6.27,16.42%,18.46%,5.45%,0.00%,21.21%,18.36%,11.18%,16.94%,9.00%,10.33%,1.90%,0.00%,11.58%,10.57%,5.06%,9.72%,18.99%,22.76%,12.50%,0.00%,25.00%,20.11%,13.09%,18.12%,22.05%,25.46%,11.76%,0.00%,30.99%,23.47%,15.98%,21.35%,12.30%,16.23%,14.29%,,20.69%,13.53%,6.67%,12.10%,11.88%,13.13%,3.46%,0.00%,15.85%,13.69%,7.54%,12.45%,15.29%,16.99%,4.50%,0.00%,19.16%,17.36%,10.17%,15.46%,8.66%,9.75%,1.49%,0.00%,10.55%,10.22%,4.84%,9.22%,"20,285","2,440",85,0,585,"13,340","3,510","2,675","13,270","1,585",60,0,385,"8,540","2,435","1,805","6,995",855,20,0,180,"4,775","1,045",840,"3,785",545,15,0,135,"2,315",665,740,"2,905",415,10,0,110,"1,745",545,570,840,125,5,0,30,550,110,170,"16,470","1,895",70,0,450,"10,975","2,820","1,900","10,340","1,175",45,0,275,"6,780","1,870","1,235","6,145",730,15,0,145,"4,200",920,665,"158,555","16,900","2,155",140,"3,395","91,735","42,440","19,325","80,800","8,585","1,100",45,"1,815","46,510","21,780","10,655","77,760","8,275","1,050",60,"1,555","45,155","20,650","8,640","19,935","2,395",120,10,540,"11,510","5,080","4,085","13,175","1,630",85,5,355,"7,435","3,410","2,670","6,830",770,35,0,145,"4,065","1,650","1,405","138,595","14,435","2,025",120,"2,840","80,190","37,380","15,260","67,645","6,915","1,000",40,"1,435","39,060","18,385","7,990","70,930","7,490","1,005",60,"1,375","41,100","19,000","7,215",155,150,345
Nevada,32,4,8,9.32%,11.11%,2.75%,7.89%,20.01%,10.19%,6.75%,15.05%,4.37,13.26,3.45,12.65%,14.89%,3.90%,9.86%,26.01%,13.75%,9.59%,19.46%,5.79%,7.00%,1.37%,5.86%,13.45%,6.46%,3.75%,9.01%,28.06%,17.98%,14.15%,26.32%,55.27%,26.70%,19.33%,26.70%,32.92%,22.41%,18.67%,25.93%,63.23%,31.46%,23.38%,31.28%,18.70%,10.00%,3.45%,27.27%,39.66%,17.76%,11.54%,17.07%,7.20%,9.64%,2.29%,6.63%,13.36%,8.41%,5.33%,11.41%,9.60%,11.82%,3.08%,8.30%,16.68%,11.26%,7.53%,14.98%,4.80%,6.10%,1.32%,5.34%,10.14%,5.61%,3.15%,7.04%,"20,575",280,375,225,"4,440","8,675","5,610","2,670","14,360",195,275,145,"3,020","6,005","4,095","1,985","6,210",85,90,80,"1,420","2,675","1,515",680,"6,310",80,75,50,"1,940","2,220","1,645","1,120","4,890",65,70,35,"1,470","1,705","1,320",865,"1,425",15,5,15,470,515,330,245,"14,270",200,300,175,"2,495","6,455","3,980","1,545","9,470",120,205,110,"1,550","4,310","2,790","1,115","4,780",65,85,70,950,"2,160","1,185",430,"220,740","2,520","13,635","2,850","22,190","85,105","83,165","17,740","113,505","1,310","7,055","1,470","11,610","43,685","42,715","10,200","107,220","1,215","6,575","1,365","10,555","41,405","40,450","7,545","22,490",445,530,190,"3,510","8,315","8,510","4,195","14,855",290,375,135,"2,325","5,420","5,645","2,765","7,620",150,145,55,"1,185","2,900","2,860","1,435","198,250","2,075","13,100","2,640","18,675","76,790","74,655","13,545","98,650","1,015","6,665","1,325","9,290","38,265","37,070","7,445","99,595","1,065","6,420","1,305","9,370","38,515","37,600","6,110",105,105,235
New York,36,1,2,6.97%,8.99%,1.76%,0.91%,17.82%,8.53%,5.14%,6.59%,3.85,12.69,3.39,9.28%,11.41%,2.76%,2.63%,21.78%,11.21%,7.15%,8.57%,4.54%,5.76%,0.53%,0.00%,13.66%,5.55%,3.00%,3.70%,13.69%,15.27%,3.01%,0.00%,25.72%,14.29%,10.61%,8.90%,15.91%,16.00%,4.04%,,28.78%,16.64%,12.65%,11.58%,9.26%,9.30%,0.00%,,19.09%,8.42%,6.56%,3.03%,5.88%,7.46%,1.54%,0.98%,15.95%,7.42%,4.27%,5.85%,7.84%,9.54%,2.30%,2.94%,19.37%,9.67%,6.04%,7.39%,3.97%,4.17%,0.44%,0.00%,12.56%,5.00%,2.57%,3.40%,"61,280",410,665,5,"18,365","8,780","32,000","1,375","41,715",255,525,5,"11,475","5,915","22,795",975,"19,500",120,100,0,"6,855","2,780","9,120",345,"16,870",100,55,0,"5,025","2,255","8,920",325,"12,640",60,45,0,"3,595","1,660","6,890",260,"4,055",20,0,0,"1,325",480,"1,940",40,"44,405",280,555,5,"13,265","6,445","23,030","1,005","29,030",165,410,5,"7,755","4,120","15,950",670,"15,325",75,80,0,"5,415","2,215","7,045",270,"879,245","4,560","37,840",550,"103,035","102,960","622,880","20,865","449,635","2,235","18,995",190,"52,695","52,775","318,820","11,380","429,580","2,085","18,720",210,"50,170","50,130","304,130","9,315","123,220",655,"1,825",5,"19,535","15,785","84,095","3,650","79,455",375,"1,115",0,"12,490","9,975","54,485","2,245","43,780",215,585,0,"6,940","5,700","29,595","1,320","755,650","3,755","35,930",510,"83,180","86,895","538,760","17,175","370,045","1,730","17,790",170,"40,030","42,590","264,280","9,070","385,620","1,800","18,005",185,"43,120","44,295","274,510","7,950",520,525,"1,255"
Ohio,39,2,3,9.53%,2.33%,1.94%,6.12%,25.58%,11.62%,6.55%,12.19%,-4.22,19.04,5.08,12.49%,3.03%,3.21%,0.00%,30.36%,15.10%,9.14%,15.26%,6.37%,2.47%,0.42%,5.26%,20.29%,7.00%,3.74%,7.44%,16.59%,10.53%,1.96%,0.00%,31.16%,15.48%,12.37%,14.34%,19.65%,12.50%,1.79%,,34.08%,17.75%,15.32%,20.36%,10.59%,0.00%,0.00%,,25.09%,9.21%,6.30%,8.33%,8.29%,3.03%,1.86%,2.33%,24.10%,10.26%,5.58%,11.68%,10.86%,2.74%,2.87%,0.00%,29.13%,13.05%,7.78%,14.53%,5.79%,3.13%,0.43%,0.00%,19.45%,6.45%,3.36%,7.15%,"83,025",25,280,15,"30,645","2,950","44,450","1,245","56,040",15,225,0,"18,560","1,965","32,090",870,"26,910",10,30,5,"11,885",855,"12,275",335,"21,370",10,10,0,"7,535",555,"11,740",205,"16,285",5,5,0,"5,310",395,"9,365",170,"4,865",0,0,0,"2,135",105,"2,130",40,"61,545",25,255,5,"22,915","2,220","32,570","1,020","39,695",10,190,0,"13,175","1,385","22,545",685,"21,785",10,30,0,"9,685",695,"9,880",280,"871,275","1,075","14,410",245,"119,780","25,380","678,885","10,215","448,845",495,"7,020",90,"61,140","13,015","350,920","5,700","422,455",405,"7,205",95,"58,575","12,210","328,000","4,505","128,845",95,510,5,"24,185","3,585","94,945","1,430","82,875",40,280,0,"15,580","2,225","61,115",835,"45,935",5,155,0,"8,510","1,140","33,825",480,"742,010",825,"13,735",215,"95,095","21,630","583,725","8,735","365,665",365,"6,630",70,"45,225","10,610","289,660","4,715","376,265",320,"6,920",80,"49,785","10,770","294,110","3,915",610,735,"1,520"
Oklahoma,40,3,7,9.89%,8.08%,3.09%,8.87%,22.02%,14.54%,7.65%,15.60%,0.43,14.37,6.89,12.86%,10.72%,4.33%,9.84%,26.22%,18.17%,10.44%,19.25%,6.68%,4.93%,1.42%,5.45%,17.25%,10.47%,4.61%,11.09%,14.41%,11.81%,8.00%,20.00%,25.79%,18.69%,11.36%,20.39%,17.76%,14.11%,11.11%,33.33%,29.83%,23.66%,14.33%,23.68%,8.22%,6.13%,0.00%,0.00%,18.67%,11.03%,5.31%,13.95%,9.05%,7.19%,2.89%,7.02%,20.94%,13.98%,6.95%,14.61%,11.73%,9.47%,3.85%,9.09%,25.06%,17.06%,9.43%,17.96%,6.41%,4.38%,1.48%,4.84%,16.65%,10.38%,4.37%,10.44%,"28,195","3,740",180,55,"6,410","4,820","12,055","1,750","18,835","2,530",125,30,"3,865","3,100","8,510","1,175","9,265","1,120",40,15,"2,470","1,680","3,510",565,"6,065",905,20,5,"1,435",685,"2,690",370,"4,750",675,15,5,"1,065",530,"2,150",270,"1,265",170,0,0,365,145,455,90,"21,995","2,780",160,40,"4,915","4,115","9,305","1,370","14,035","1,780",105,25,"2,780","2,515","6,275",890,"7,910",870,40,15,"2,045","1,520","2,945",460,"285,025","46,310","5,830",620,"29,110","33,150","157,660","11,220","146,470","23,610","2,885",305,"14,740","17,060","81,545","6,105","138,660","22,710","2,820",275,"14,315","16,050","76,090","5,095","42,090","7,660",250,25,"5,565","3,665","23,690","1,815","26,750","4,785",135,15,"3,570","2,240","15,005","1,140","15,380","2,775",90,5,"1,955","1,315","8,565",645,"242,970","38,665","5,535",570,"23,475","29,425","133,960","9,375","119,700","18,805","2,725",275,"11,095","14,745","66,565","4,955","123,310","19,850","2,705",275,"12,280","14,645","67,440","4,405",285,460,780
Oregon,41,4,9,8.17%,12.50%,2.52%,7.12%,17.91%,10.41%,7.21%,11.63%,5.29,10.69,3.2,11.34%,15.45%,3.81%,8.84%,23.35%,14.02%,10.23%,15.59%,4.83%,8.05%,1.07%,5.59%,11.71%,6.57%,4.03%,6.95%,14.86%,15.57%,5.79%,12.00%,25.40%,15.87%,13.45%,13.93%,17.96%,19.44%,5.19%,12.50%,32.05%,19.21%,16.49%,17.55%,8.55%,7.41%,2.44%,0.00%,15.85%,10.50%,7.08%,6.73%,7.18%,10.52%,2.38%,6.29%,15.44%,9.44%,6.32%,11.22%,10.03%,13.61%,3.55%,7.32%,19.88%,12.91%,9.01%,15.17%,4.42%,7.46%,0.93%,4.60%,10.59%,6.10%,3.71%,6.73%,"22,175",665,280,130,"1,180","5,575","13,045","1,500","15,775",425,210,80,795,"3,845","9,510","1,105","6,385",210,60,50,370,"1,715","3,540",400,"5,135",130,35,15,320,"1,160","3,075",395,"4,085",105,20,10,250,895,"2,505",315,"1,010",20,5,0,65,275,540,70,"17,005",475,250,105,820,"4,365","9,990","1,125","11,670",300,180,60,515,"2,935","7,005",805,"5,320",175,50,40,285,"1,430","2,980",315,"271,465","5,320","11,110","1,825","6,590","53,560","180,835","12,900","139,145","2,750","5,505",905,"3,405","27,420","92,955","7,090","132,330","2,610","5,595",895,"3,160","26,120","87,900","5,755","34,550",835,605,125,"1,260","7,310","22,870","2,835","22,745",540,385,80,780,"4,660","15,190","1,795","11,810",270,205,20,410,"2,620","7,625","1,040","236,880","4,515","10,485","1,670","5,310","46,240","158,035","10,030","116,365","2,205","5,075",820,"2,590","22,730","77,745","5,305","120,485","2,345","5,380",840,"2,690","23,455","80,285","4,680",190,215,490
Pennsylvania,42,1,2,7.99%,2.62%,1.67%,2.11%,23.77%,15.61%,5.32%,9.18%,-2.7,18.45,10.29,10.39%,1.61%,2.50%,1.56%,27.54%,19.55%,7.42%,12.16%,5.46%,1.96%,0.35%,5.97%,19.74%,11.21%,3.07%,5.78%,13.96%,2.56%,2.43%,0.00%,28.43%,22.29%,10.25%,13.15%,16.29%,0.00%,2.13%,0.00%,30.50%,25.88%,12.55%,16.54%,9.74%,0.00%,0.00%,0.00%,23.77%,16.13%,6.05%,8.23%,6.86%,1.46%,1.52%,3.15%,22.34%,13.91%,4.42%,7.88%,8.92%,1.27%,2.26%,0.00%,26.13%,17.42%,6.22%,10.51%,4.86%,1.27%,0.32%,3.70%,18.61%,10.19%,2.64%,4.99%,"65,155",35,375,15,"20,060","8,830","34,045","1,570","43,530",10,275,5,"11,835","5,665","24,495","1,100","21,625",10,40,20,"8,155","3,080","9,510",460,"18,130",5,30,0,"4,995","2,365","10,070",415,"13,505",0,15,0,"3,385","1,720","7,890",315,"4,580",0,0,0,"1,500",625,"2,135",95,"46,980",15,320,20,"14,905","6,365","23,950","1,095","29,980",5,230,0,"8,310","3,855","16,600",740,"16,960",5,35,15,"6,490","2,390","7,250",335,"814,960","1,335","22,470",710,"84,385","56,560","639,490","17,095","419,040",620,"11,020",320,"42,970","28,980","329,935","9,045","395,880",510,"11,355",335,"41,310","27,470","309,525","7,965","129,865",195,"1,235",70,"17,570","10,610","98,200","3,155","82,890",85,705,35,"11,100","6,645","62,870","1,905","47,025",45,460,25,"6,310","3,875","35,280","1,155","685,140","1,025","21,115",635,"66,725","45,755","541,320","13,895","336,210",395,"10,175",275,"31,805","22,135","267,080","7,040","348,890",395,"10,820",295,"34,870","23,455","274,225","6,720",470,470,"1,155"
Rhode Island,44,1,1,14.17%,21.28%,7.41%,15.00%,24.19%,21.45%,10.86%,17.31%,10.41,13.33,10.59,18.77%,21.28%,11.29%,18.18%,30.52%,27.58%,14.65%,23.51%,9.37%,14.29%,2.05%,11.11%,16.97%,14.74%,6.77%,10.04%,23.86%,19.23%,16.00%,50.00%,36.74%,34.10%,17.99%,30.77%,27.27%,18.75%,20.00%,33.33%,40.28%,40.19%,19.19%,41.46%,16.83%,12.50%,0.00%,100.00%,23.19%,21.38%,14.29%,4.55%,12.40%,17.91%,6.78%,0.00%,20.80%,18.69%,9.65%,15.51%,16.56%,23.33%,11.04%,0.00%,26.16%,23.63%,13.41%,20.51%,8.47%,13.51%,2.17%,0.00%,15.34%,13.85%,5.99%,9.41%,"9,770",100,140,15,"1,385","2,935","4,865",515,"6,645",50,105,10,905,"1,935","3,380",375,"3,140",35,20,5,465,980,"1,470",140,"2,535",25,20,10,395,815,"1,170",100,"1,925",15,15,5,290,635,830,85,605,5,0,5,80,170,310,5,"7,230",60,120,0,965,"2,115","3,695",415,"4,695",35,90,0,590,"1,290","2,515",280,"2,535",25,20,0,365,810,"1,170",120,"68,935",470,"1,890",100,"5,725","13,685","44,790","2,975","35,410",235,930,55,"2,965","7,015","23,065","1,595","33,525",245,975,45,"2,740","6,650","21,725","1,395","10,625",130,125,20,"1,075","2,390","6,505",325,"7,060",80,75,15,720,"1,580","4,325",205,"3,595",40,40,5,345,795,"2,170",110,"58,295",335,"1,770",80,"4,640","11,315","38,285","2,675","28,355",150,815,40,"2,255","5,460","18,750","1,365","29,945",185,920,35,"2,380","5,850","19,535","1,275",45,50,100
South Carolina,45,3,5,16.18%,16.83%,3.45%,10.00%,26.11%,12.54%,10.24%,9.61%,6.59,15.87,2.3,20.74%,17.27%,5.01%,13.04%,32.12%,17.12%,14.01%,13.41%,11.30%,13.13%,1.24%,4.65%,19.81%,7.28%,6.18%,5.03%,25.62%,17.24%,2.70%,33.33%,33.45%,19.10%,18.88%,16.42%,29.53%,23.53%,4.17%,50.00%,37.84%,22.98%,22.22%,20.44%,17.28%,20.00%,0.00%,,24.16%,8.33%,11.55%,5.68%,14.87%,15.47%,3.18%,8.60%,24.78%,11.78%,9.23%,8.80%,19.07%,17.78%,4.48%,11.90%,30.69%,16.19%,12.70%,12.38%,10.75%,11.96%,1.07%,4.08%,19.28%,6.83%,5.76%,5.10%,"59,730",175,170,50,"35,010","2,450","20,650","1,450","39,490",95,125,30,"22,080","1,725","14,655","1,085","20,205",65,30,10,"12,945",685,"6,000",350,"11,475",25,5,5,"6,845",360,"4,015",225,"8,940",20,5,5,"5,265",285,"3,195",185,"2,505",5,0,0,"1,590",50,795,25,"48,240",140,150,40,"28,155","2,080","16,650","1,205","30,545",80,105,25,"16,820","1,430","11,460",890,"17,670",55,25,10,"11,335",600,"5,195",330,"369,260","1,040","4,925",500,"134,080","19,535","201,695","15,090","190,435",550,"2,495",230,"68,740","10,075","104,575","8,090","178,845",495,"2,410",215,"65,360","9,405","97,125","6,960","44,785",145,185,15,"20,465","1,885","21,265","1,370","30,275",85,120,10,"13,915","1,240","14,380",905,"14,500",25,55,0,"6,580",600,"6,885",440,"324,440",905,"4,720",465,"113,630","17,655","180,445","13,690","160,140",450,"2,345",210,"54,810","8,835","90,205","7,190","164,320",460,"2,335",205,"58,790","8,790","90,225","6,470",240,220,500
South Dakota,46,2,4,5.58%,20.85%,3.79%,0.00%,12.66%,8.53%,3.48%,12.67%,17.37,9.18,5.05,7.27%,23.68%,5.50%,0.00%,16.27%,10.71%,4.88%,14.02%,3.69%,16.37%,0.98%,0.00%,8.28%,5.39%,1.88%,11.76%,11.42%,21.16%,0.00%,,28.13%,20.00%,7.97%,33.33%,13.18%,24.39%,0.00%,,31.58%,23.08%,9.68%,35.71%,6.78%,13.11%,0.00%,,30.00%,21.43%,4.70%,20.00%,4.84%,20.10%,2.48%,0.00%,11.11%,7.22%,2.91%,11.72%,6.21%,23.36%,4.95%,0.00%,13.57%,8.95%,4.17%,12.24%,3.42%,17.24%,1.01%,0.00%,7.52%,4.35%,1.65%,11.11%,"3,540","1,205",40,0,200,185,"1,805",190,"2,385",695,30,0,135,120,"1,315",115,"1,130",460,5,0,60,55,470,80,720,200,0,0,45,45,380,40,545,150,0,0,30,30,305,25,145,40,0,0,15,15,75,10,"2,765",970,25,0,155,140,"1,370",160,"1,780",535,25,0,95,85,990,90,975,425,5,0,50,40,385,70,"63,445","5,780","1,055",40,"1,580","2,170","51,880","1,500","32,820","2,935",545,20,830,"1,120","26,920",820,"30,645","2,810",510,10,725,"1,020","24,985",680,"6,305",945,45,0,160,225,"4,770",120,"4,135",615,30,0,95,130,"3,150",70,"2,140",305,5,0,50,70,"1,595",50,"57,145","4,825","1,010",35,"1,395","1,940","47,080","1,365","28,670","2,290",505,20,700,950,"23,725",735,"28,480","2,465",495,10,665,920,"23,330",630,150,165,330
