State,State_ID,Region_ID,Division_ID, All Students Rates, American Indians Rates,Asian Americans Rates,Hawaiian/Pacific Islanders Rates, Black Students Rates ,Latino Students Rates ,White Students Rates ,EL Students Rates,Discipline Gap: American Indians vs. Whites (in percentage points),Discipline Gap: Blacks vs. Whites (in percentage points),Discipline Gap: Latinos vs. Whites (in percentage points), All Males Rates, American Indian Males Rates,Asian American Males Rates,Hawaiian/ Pacific Islander Males Rates , Black Males Rates ,Latino Males Rates, White Males Rates ,Male EL Students Rates, All Females Rates,American Indian Females Rates,Asian American Females Rates,Hawaiian/ Pacific Islander Females Rates ,Black Females Rates ,Latina Females Rates,White Females Rates ,EL Females Rates, All Students WD Rates, American Indian Students WD Rates,Asian American Students WD Rates,Hawaiian/Pacific Islander Students WD Rates,Black Students WD Rates ,Latino Students WD Rates ,White Students WD Rates ,EL Students WD Rates,All Males WD Rates,American Indian Males WD Rates,Asian American Males WD Rates,Hawaiian/Pacific Islander Males WD Rates,Black Males WD Rates,Latino Males WD Rates,Whites Males WD Rates,EL Males WD Rates,All Females WD Rates,American Indian Females WD Rates,Asian American Females WD Rates,Hawaiian/Pacific Islander Females WD Rates,Black Females WD Rates,Latina Females WD Rates,Whites Females WD Rates,EL Females WD Rates, All Students WOD Rates, American Indian Students WOD Rates,Asian American Students WOD Rates,Hawaiian/Pacific Islander Students WOD Rates,Black Students WOD Rates ,Latino Students WOD Rates ,White Students WOD Rates ,EL Students WOD Rates,All Males WOD Rates,American Indian Males WOD Rates,Asian American Males WOD Rates,Hawaiian/Pacific Islander Males WOD Rates,Black Males WOD Rates,Latino Males WOD Rates,Whites Males WOD Rates,EL Males WOD Rates,All Females WOD Rates,American Indian Females WOD Rates,Asian American Females WOD Rates,Hawaiian/Pacific Islander Females WOD Rates,Black Females WOD Rates,Latina Females WOD Rates,Whites Females WOD Rates,EL Females WOD Rates,Total Suspended Students ,Suspended American Indians,Suspended Asian Americans ,Suspended Hawaiian/Pacific Islanders ,Suspended Blacks ,Suspended Latinos,Suspended Whites,Suspended EL Students,Suspended Males ,Suspended American Indian Males ,Suspended Asian American Males ,Suspended Hawaiian/Pacific Islander Males ,Suspended Black Males ,Suspended Latino Males ,Suspended White Males ,Suspended EL Males ,Suspended Females ,Suspended American Indian Females ,Suspended Asian American Females ,Suspended Hawaiian/Pacific Islander Females ,Suspended Black Females ,Suspended Latina Females ,Suspended White Females ,Suspended EL Females ,Suspended Students WD ,Suspended American Indians WD ,Suspended Asian Americans WD ,Suspended Hawaiian/Pacific Islanders WD ,Suspended Blacks WD,Suspended Latinos WD ,Suspended Whites WD ,Suspended EL Students WD ,Suspended Males WD,Suspended American Indian Males WD,Suspended Asian American Males WD ,Suspended Hawaiian/Pacific Islander Males WD ,Suspended Black Males WD ,Suspended Latino Males WD ,Suspended White Males WD ,Suspended EL Males WD,Suspended Females WD,Suspended American Indian Females WD,Suspended Asian American Females WD,Suspended Hawaiian/Pacific Islander Females WD ,Suspended Black Females WD ,Suspended Latina Females WD ,Suspended White Females WD ,Suspended EL Females WD ,Suspended Students WOD ,Suspended American Indians WOD ,Suspended Asian Americans WOD ,Suspended Hawaiian/Pacific Islanders WOD ,Suspended Blacks WOD ,Suspended Latinos WOD ,Suspended Whites WOD ,Suspended EL Students WOD ,Suspended Males WOD ,Suspended American Indian Males WOD ,Suspended Asian American Males WOD ,Suspended Hawaiian/Pacific Islander Males WOD,Suspended Black Males WOD ,Suspended Latino Males WOD ,Suspended White Males WOD ,Suspended EL Males WOD ,Suspended Females WOD ,Suspended American Indian Females WOD ,Suspended Asian American Females WOD,Suspended Hawaiian/Pacific Islander Females WOD ,Suspended Black Females WOD,Suspended Latina Females WOD ,Suspended White Females WOD,Suspended EL Females WOD,All Students Enrollment,American Indian Enrollment ,Asian American Enrollment ,Hawaiian/Pacific Islander Enrollment ,Black Enrollment ,Latino Enrollment ,White Enrollment ,EL Enrollment ,Male Enrollment,American Indian Male Enrollment,Asian American Male Enrollment ,Hawaiian/Pacific Islander Male Enrollment ,Black Male Enrollment ,Latino Male Enrollment ,White Male Enrollment ,EL Male Enrollment,Female Enrollment ,American Indian Female Enrollment,Asian American Female Enrollment ,Hawaiian/Pacific Islander Female Enrollment ,Black Female Enrollment ,Latina Female Enrollment ,White Female Enrollment ,EL Female Enrollment ,Students WD Enrollment,American Indians WD Enrollment ,Asian Americans WD Enrollment ,Hawaiian/Pacific Islanders WD Enrollment ,Blacks WD Enrollment ,Latinos WD Enrollment ,Whites WD Enrollment ,EL Students WD Enrollment ,Males WD Enrollment ,American Indian Males WD Enrollment ,Asian American Males WD Enrollment ,Hawaiian/Pacific Islander Males WD Enrollment ,Black Males WD Enrollment ,Latino Males WD Enrollment ,White Males WD Enrollment,EL Males WD Enrollment ,Females WD Enrollment,American Indian Females WD Enrollment ,Asian American Females WD Enrollment ,Hawaiian/Pacific Islander Females WD Enrollment,Black Females WD Enrollment ,Latina Females WD Enrollment ,White Females WD Enrollment ,EL Females WD Enrollment,Students WOD Enrollment ,American Indians WOD Enrollment ,Asian Americans WOD Enrollment ,Hawaiian/Pacific Islanders WOD Enrollment ,Blacks WOD Enrollment,Latinos WOD Enrollment ,Whites WOD Enrollment,EL Students WOD Enrollment ,Males WOD Enrollment ,American Indian Males WOD Enrollment ,Asian American Males WOD Enrollment ,Hawaiian/Pacific Islander Males WOD Enrollment ,Black Males WOD Enrollment,Latino Males WOD Enrollment ,White Males WOD Enrollment ,EL Males WOD Enrollment ,Females WOD Enrollment ,American Indian Females WOD Enrollment ,Asian American Indian Females WOD Enrollment,Hawaiian/Pacific Islander Females WOD Enrollment ,Black Females WOD Enrollment ,Latina Females WOD Enrollment ,White Females WOD Enrollment ,EL Females WOD Enrollment,Number of Middle Schools,Number of High Schools,Number of Secondary Schools
Kentucky,21,3,6,9.25%,6.82%,2.30%,0.00%,21.99%,8.25%,7.56%,8.66%,-0.75,14.42,0.69,12.36%,9.38%,3.72%,0.00%,26.81%,10.45%,10.47%,11.78%,5.95%,2.50%,0.71%,0.00%,16.72%,4.86%,4.47%,5.00%,17.29%,25.00%,0.00%,,33.49%,10.98%,14.32%,9.68%,20.40%,0.00%,0.00%,,36.48%,14.02%,17.27%,11.67%,9.85%,0.00%,0.00%,,23.55%,5.08%,7.03%,8.57%,8.26%,6.67%,2.25%,0.00%,20.02%,7.85%,6.77%,8.51%,10.93%,11.54%,3.61%,0.00%,24.23%,9.72%,9.29%,11.84%,5.64%,2.86%,0.72%,0.00%,15.91%,4.98%,4.24%,4.74%,"30,610",30,100,0,"8,170",915,"20,570",440,"21,060",15,80,0,"5,085",595,"14,695",325,"9,560",5,15,0,"3,035",260,"5,880",115,"6,230",5,0,0,"1,745",95,"4,155",45,"5,040",0,0,0,"1,335",75,"3,435",35,"1,115",0,0,0,365,15,645,15,"24,345",25,95,0,"6,380",800,"16,440",390,"15,930",15,75,0,"3,705",495,"11,195",290,"8,415",5,15,0,"2,640",250,"5,195",100,"330,950",440,"4,345",270,"37,155","11,085","271,920","5,080","170,380",160,"2,150",100,"18,970","5,695","140,350","2,760","160,595",200,"2,125",125,"18,150","5,345","131,555","2,300","36,025",20,110,0,"5,210",865,"29,015",465,"24,705",10,70,0,"3,660",535,"19,885",300,"11,325",10,40,0,"1,550",295,"9,170",175,"294,910",375,"4,215",255,"31,870","10,185","242,895","4,585","145,685",130,"2,080",90,"15,290","5,095","120,500","2,450","149,245",175,"2,075",125,"16,595","5,025","122,460","2,110",225,260,590
Louisana,22,3,7,13.88%,11.63%,2.79%,0.00%,20.24%,10.24%,8.73%,10.04%,2.91,11.52,1.51,17.36%,15.23%,4.66%,30.77%,23.94%,13.78%,12.15%,13.64%,10.35%,7.61%,1.28%,0.00%,16.56%,5.90%,5.09%,5.29%,25.82%,29.41%,7.14%,0.00%,32.51%,20.37%,17.64%,18.60%,28.82%,38.10%,0.00%,0.00%,35.19%,21.43%,21.49%,18.52%,19.20%,18.18%,0.00%,,27.47%,5.56%,10.04%,25.00%,12.62%,9.81%,2.66%,15.38%,18.64%,9.49%,7.89%,9.44%,15.66%,12.99%,4.00%,36.36%,21.86%,12.64%,11.04%,13.09%,9.72%,6.59%,1.08%,0.00%,15.77%,5.50%,4.76%,4.31%,"39,550",235,135,0,"25,760","1,045","12,070",390,"24,980",150,115,20,"15,160",720,"8,600",300,"14,590",75,30,0,"10,590",295,"3,440",90,"7,065",50,10,0,"4,755",110,"2,060",40,"5,290",40,0,0,"3,480",75,"1,670",25,"1,735",10,0,0,"1,295",10,395,15,"32,510",180,125,20,"20,995",915,"9,995",345,"19,670",115,95,20,"11,680",615,"6,955",265,"12,830",60,25,0,"9,335",265,"3,025",70,"284,880","2,020","4,845",120,"127,245","10,205","138,290","3,885","143,885",985,"2,470",65,"63,320","5,225","70,765","2,200","141,020",985,"2,350",65,"63,935","5,000","67,555","1,700","27,365",170,140,10,"14,625",540,"11,680",215,"18,355",105,80,5,"9,890",350,"7,770",135,"9,035",55,50,0,"4,715",180,"3,935",60,"257,545","1,835","4,695",130,"112,620","9,645","126,600","3,655","125,570",885,"2,375",55,"53,440","4,865","63,005","2,025","131,980",910,"2,310",65,"59,210","4,820","63,605","1,625",190,140,490
Massachussetts,25,1,1,7.77%,11.21%,2.58%,5.00%,15.91%,14.05%,5.62%,11.37%,5.59,10.29,8.42,10.29%,13.08%,3.49%,7.32%,19.78%,17.32%,7.78%,14.74%,5.14%,3.09%,1.12%,0.00%,11.72%,10.45%,3.33%,7.66%,14.79%,15.15%,6.90%,0.00%,20.85%,21.68%,11.28%,19.37%,17.18%,21.05%,7.28%,0.00%,22.63%,25.42%,13.40%,23.09%,10.58%,16.67%,5.60%,,15.79%,15.26%,7.69%,13.20%,6.40%,9.71%,2.08%,3.66%,14.41%,11.83%,4.55%,9.48%,8.57%,10.00%,2.81%,3.23%,18.51%,14.31%,6.42%,12.18%,4.37%,2.50%,0.82%,0.00%,10.50%,9.25%,2.76%,6.67%,"36,765",125,665,25,"6,325","9,295","18,430","2,655","24,815",70,450,15,"4,035","5,865","12,990","1,860","11,940",15,145,0,"2,260","3,385","5,355",815,"11,430",25,120,0,"1,715","3,040","5,725",830,"8,360",20,75,0,"1,170","2,195","4,295",620,"3,030",5,35,0,465,805,"1,435",200,"25,350",85,500,15,"4,545","6,175","12,605","1,805","16,480",40,330,5,"2,805","3,595","8,655","1,205","8,910",10,100,0,"1,710","2,500","3,930",605,"473,470","1,115","25,785",500,"39,760","66,170","327,775","23,345","241,055",535,"12,900",205,"20,395","33,860","166,910","12,615","232,425",485,"12,940",170,"19,280","32,385","160,890","10,640","77,300",165,"1,740",40,"8,225","14,020","50,750","4,285","48,675",95,"1,030",25,"5,170","8,635","32,060","2,685","28,635",30,625,0,"2,945","5,275","18,655","1,515","396,125",875,"23,985",410,"31,530","52,190","276,960","19,040","192,385",400,"11,760",155,"15,150","25,125","134,780","9,890","203,800",400,"12,205",160,"16,290","27,030","142,225","9,070",285,290,650
Maryland,24,3,5,9.18%,9.45%,1.71%,4.93%,15.19%,6.69%,5.89%,5.16%,3.56,9.3,0.8,11.74%,11.45%,2.48%,5.67%,18.52%,8.92%,8.26%,6.87%,6.49%,6.50%,0.85%,3.00%,11.77%,4.41%,3.40%,3.28%,19.25%,12.12%,5.32%,8.70%,25.23%,12.06%,14.90%,10.24%,22.22%,15.79%,6.45%,10.20%,28.54%,14.94%,17.54%,10.53%,13.26%,10.00%,3.28%,5.00%,18.84%,6.71%,9.34%,6.12%,7.93%,8.11%,1.54%,4.19%,13.56%,5.99%,4.94%,4.83%,10.00%,10.00%,2.32%,4.76%,16.24%,7.98%,6.93%,6.30%,5.94%,6.36%,0.79%,3.25%,11.05%,4.09%,2.97%,3.13%,"35,645",120,410,135,"21,280","2,785","9,820",530,"23,325",75,305,80,"13,185","1,900","7,090",380,"12,320",40,100,40,"8,105",895,"2,745",155,"8,225",20,50,30,"4,925",580,"2,370",65,"6,330",15,40,25,"3,725",460,"1,870",40,"1,890",5,10,5,"1,215",115,490,15,"27,425",90,355,100,"16,345","2,205","7,445",465,"17,005",55,270,55,"9,445","1,455","5,210",325,"10,425",35,90,40,"6,895",760,"2,245",140,"388,445","1,270","24,015","2,740","140,060","41,615","166,745","10,275","198,620",655,"12,285","1,410","71,200","21,305","85,885","5,530","189,815",615,"11,745","1,335","68,885","20,300","80,840","4,730","42,735",165,940,345,"19,520","4,810","15,905",635,"28,485",95,620,245,"13,050","3,080","10,660",380,"14,255",50,305,100,"6,450","1,715","5,245",245,"345,685","1,110","23,095","2,385","120,560","36,820","150,820","9,635","170,135",550,"11,650","1,155","58,145","18,235","75,230","5,160","175,545",550,"11,440","1,230","62,420","18,580","75,595","4,470",215,210,455
Maine,23,1,1,6.77%,7.14%,1.05%,0.00%,11.67%,7.38%,6.60%,9.29%,0.54,5.07,0.78,9.42%,10.20%,1.56%,0.00%,15.52%,9.30%,9.19%,12.62%,4.01%,1.85%,0.00%,0.00%,5.98%,3.60%,3.77%,5.85%,13.05%,4.76%,0.00%,,15.07%,10.64%,12.72%,15.38%,15.98%,10.00%,0.00%,,17.39%,10.71%,15.73%,21.74%,7.84%,0.00%,0.00%,,11.11%,0.00%,7.08%,15.38%,5.51%,4.76%,1.14%,0.00%,9.70%,6.35%,5.37%,8.82%,7.75%,5.88%,1.77%,0.00%,12.50%,6.19%,7.52%,12.30%,3.35%,0.00%,0.00%,0.00%,5.77%,2.13%,3.26%,5.11%,"5,910",40,15,0,300,90,"5,315",190,"4,255",25,10,0,215,60,"3,835",135,"1,685",5,0,0,70,20,"1,460",55,"1,875",5,0,0,55,25,"1,690",30,"1,510",5,0,0,40,15,"1,380",25,385,0,0,0,10,0,320,10,"4,015",20,15,0,210,60,"3,610",160,"2,770",10,10,0,140,30,"2,480",115,"1,245",0,0,0,60,10,"1,115",45,"87,245",560,"1,435",60,"2,570","1,220","80,515","2,045","45,160",245,640,25,"1,385",645,"41,750","1,070","42,055",270,775,30,"1,170",555,"38,750",940,"14,365",105,85,0,365,235,"13,285",195,"9,450",50,35,0,230,140,"8,775",115,"4,910",25,20,0,90,70,"4,520",65,"72,900",420,"1,320",50,"2,165",945,"67,235","1,815","35,745",170,565,25,"1,120",485,"32,990",935,"37,170",210,720,20,"1,040",470,"34,245",880,90,100,205
Michigan,26,2,3,11.57%,9.77%,2.77%,0.75%,27.92%,12.82%,8.17%,12.26%,1.61,19.75,4.66,15.15%,11.98%,4.12%,1.89%,32.78%,16.16%,11.55%,16.89%,7.78%,5.85%,0.99%,0.00%,22.82%,8.34%,4.59%,6.59%,20.29%,16.56%,3.36%,0.00%,33.08%,19.09%,16.66%,16.56%,24.25%,16.13%,3.33%,0.00%,36.41%,22.46%,20.68%,21.00%,12.99%,5.77%,0.00%,,26.28%,7.91%,8.89%,9.15%,10.42%,8.46%,2.51%,0.82%,26.94%,11.78%,7.10%,11.58%,13.62%,9.35%,3.75%,2.13%,31.91%,14.91%,10.12%,16.02%,7.29%,4.62%,0.96%,0.00%,22.36%,8.07%,4.14%,6.00%,"90,090",665,570,5,"34,855","5,160","46,580","2,650","60,440",415,420,5,"20,810","3,360","33,815","1,985","29,540",190,100,0,"14,005","1,615","12,735",645,"18,340",135,25,0,"6,140",865,"10,540",405,"14,220",75,15,0,"4,420",620,"8,525",315,"4,115",15,0,0,"1,665",125,"1,975",75,"71,730",490,495,5,"28,605","4,195","36,020","2,220","46,315",265,365,5,"16,335","2,660","25,440","1,640","25,405",130,95,0,"12,275","1,425","10,585",535,"778,730","6,805","20,565",670,"124,835","40,240","570,345","21,610","398,840","3,465","10,205",265,"63,480","20,795","292,680","11,755","379,920","3,250","10,145",265,"61,370","19,360","277,645","9,785","90,370",815,745,5,"18,560","4,530","63,270","2,445","58,650",465,450,5,"12,140","2,760","41,215","1,500","31,685",260,195,0,"6,335","1,580","22,205",820,"688,335","5,790","19,695",610,"106,180","35,605","507,015","19,170","340,090","2,835","9,735",235,"51,185","17,845","251,455","10,235","348,270","2,815","9,895",240,"54,900","17,665","255,540","8,920",510,750,"1,450"
Minnesota,27,2,4,5.40%,14.47%,2.45%,1.28%,19.08%,8.29%,3.47%,6.51%,10.99,15.6,4.82,7.32%,16.00%,3.91%,3.33%,23.20%,10.82%,5.07%,8.96%,3.37%,11.14%,1.05%,0.00%,14.59%,5.19%,1.76%,3.66%,13.36%,18.48%,7.13%,0.00%,33.70%,13.71%,9.13%,10.76%,15.40%,21.85%,9.45%,0.00%,36.29%,15.47%,11.07%,13.38%,8.63%,11.86%,1.52%,0.00%,28.43%,7.85%,4.40%,4.97%,4.14%,12.16%,2.07%,0.00%,15.20%,7.17%,2.64%,5.74%,5.53%,13.25%,3.05%,0.00%,18.50%,9.46%,3.84%,8.06%,2.80%,10.40%,0.95%,0.00%,12.39%,4.95%,1.45%,3.24%,"23,505","1,140",615,5,"7,230","2,260","11,470","1,295","16,260",645,490,5,"4,465","1,525","8,560",950,"7,180",420,130,0,"2,695",680,"2,845",340,"7,845",340,145,0,"2,625",595,"3,770",275,"6,090",260,120,0,"1,860",430,"3,115",210,"1,650",70,10,0,735,115,575,45,"15,585",730,475,0,"4,550","1,635","7,615",995,"10,100",365,340,0,"2,600","1,060","5,390",720,"5,425",325,110,0,"1,955",570,"2,155",270,"435,550","7,880","25,060",390,"37,900","27,260","330,145","19,895","222,245","4,030","12,545",150,"19,245","14,100","168,675","10,600","213,260","3,770","12,375",175,"18,475","13,100","161,490","9,285","58,715","1,840","2,035",60,"7,790","4,340","41,290","2,555","39,535","1,190","1,270",25,"5,125","2,780","28,130","1,570","19,110",590,660,30,"2,585","1,465","13,065",905,"376,545","6,005","22,960",320,"29,935","22,800","288,655","17,320","182,630","2,755","11,135",120,"14,055","11,200","140,355","8,930","193,930","3,125","11,635",150,"15,775","11,520","148,280","8,340",235,380,920
Missouri,29,2,4,10.26%,7.73%,2.51%,5.19%,27.21%,9.81%,6.82%,8.77%,0.91,20.39,2.99,13.47%,9.05%,3.62%,7.69%,32.10%,13.21%,9.80%,11.01%,6.83%,4.41%,1.47%,1.67%,22.31%,5.88%,3.60%,5.76%,17.03%,4.35%,5.13%,0.00%,32.47%,11.91%,12.80%,12.63%,19.93%,7.14%,4.65%,0.00%,35.26%,14.50%,15.72%,16.36%,10.79%,0.00%,0.00%,0.00%,26.35%,5.15%,5.97%,3.33%,9.32%,6.79%,2.40%,5.65%,26.25%,9.27%,6.00%,8.52%,12.23%,8.43%,3.37%,8.47%,31.08%,12.34%,8.65%,10.68%,6.47%,3.70%,1.29%,1.43%,21.69%,5.57%,3.34%,5.53%,"46,380",165,205,35,"19,785","1,740","23,455",740,"31,240",95,145,25,"11,760","1,215","17,375",495,"15,025",45,60,5,"8,025",500,"6,000",225,"9,235",10,20,0,"3,630",190,"5,100",60,"7,190",10,10,0,"2,595",145,"4,180",45,"1,960",0,0,0,975,25,790,5,"37,060",125,185,35,"16,140","1,490","18,250",675,"23,950",70,125,25,"9,090",995,"13,050",445,"13,040",35,50,5,"6,975",440,"5,120",205,"451,860","2,135","8,160",675,"72,710","17,735","343,960","8,440","231,965","1,050","4,010",325,"36,635","9,200","177,330","4,495","219,935","1,020","4,070",300,"35,970","8,500","166,625","3,905","54,215",230,390,30,"11,180","1,595","39,835",475,"36,075",140,215,15,"7,360","1,000","26,585",275,"18,165",55,140,5,"3,700",485,"13,240",150,"397,635","1,840","7,695",620,"61,480","16,075","304,185","7,925","195,895",830,"3,710",295,"29,245","8,060","150,780","4,165","201,685",945,"3,890",290,"32,160","7,900","153,400","3,710",340,365,925
Mississippi,28,3,6,15.95%,4.55%,3.26%,,22.92%,6.72%,8.51%,4.94%,-3.96,14.41,-1.78,20.37%,2.50%,5.00%,300.00%,28.51%,8.62%,11.99%,5.80%,11.43%,2.44%,0.88%,250.00%,17.43%,4.08%,4.84%,1.71%,24.56%,0.00%,0.00%,,30.99%,5.56%,15.43%,5.00%,28.04%,0.00%,0.00%,,35.03%,9.38%,18.84%,7.69%,16.69%,0.00%,0.00%,,22.92%,0.00%,7.33%,0.00%,15.08%,2.60%,2.97%,216.67%,21.99%,6.29%,7.89%,4.49%,19.29%,3.23%,4.84%,300.00%,27.53%,8.10%,11.18%,5.85%,11.06%,2.63%,0.90%,125.00%,16.95%,4.03%,4.66%,1.78%,"36,695",20,80,65,"27,320",350,"8,730",100,"23,615",5,65,45,"16,885",235,"6,280",65,"13,045",5,10,25,"10,450",100,"2,430",15,"5,100",0,0,0,"3,755",15,"1,275",5,"3,905",0,0,0,"2,850",15,"1,035",5,"1,140",0,0,0,910,0,200,0,"31,560",10,70,65,"23,545",310,"7,445",85,"19,670",5,60,45,"14,055",205,"5,240",60,"11,870",5,10,25,"9,495",95,"2,215",15,"230,060",440,"2,455",30,"119,205","5,205","102,600","2,025","115,930",200,"1,300",15,"59,225","2,725","52,375","1,120","114,105",205,"1,135",10,"59,960","2,450","50,205",875,"20,765",35,55,0,"12,115",270,"8,265",100,"13,925",25,40,0,"8,135",160,"5,495",65,"6,830",5,10,0,"3,970",70,"2,730",25,"209,290",385,"2,360",30,"107,065","4,925","94,345","1,895","101,970",155,"1,240",15,"51,050","2,530","46,855","1,025","107,310",190,"1,115",10,"56,020","2,355","47,505",845,160,195,425
Montana,30,4,8,6.58%,16.83%,0.00%,3.23%,7.20%,6.68%,5.17%,18.72%,11.67,2.03,1.52,9.09%,21.36%,0.00%,7.14%,11.29%,8.33%,7.35%,21.70%,3.81%,12.72%,0.00%,0.00%,0.00%,1.55%,2.69%,13.89%,12.92%,20.11%,0.00%,,9.09%,11.90%,11.51%,18.42%,15.31%,24.78%,0.00%,,16.67%,14.29%,13.90%,17.39%,6.72%,8.77%,,,0.00%,0.00%,6.08%,7.69%,5.65%,15.92%,0.00%,3.45%,4.59%,4.84%,4.28%,19.73%,7.91%,20.21%,0.00%,7.14%,6.00%,6.04%,6.03%,22.62%,3.39%,11.86%,0.00%,0.00%,0.00%,1.16%,2.33%,13.79%,"4,425","1,175",0,5,45,140,"2,885",175,"3,140",755,0,5,35,90,"2,115",115,"1,245",435,0,0,0,15,730,50,935,180,0,0,5,25,665,35,735,140,0,0,5,20,535,20,160,25,0,0,0,0,115,5,"3,385",965,0,5,25,90,"2,140",145,"2,350",585,0,5,15,55,"1,500",95,"1,025",370,0,0,0,10,585,40,"67,240","6,980",585,155,625,"2,095","55,845",935,"34,555","3,535",220,70,310,"1,080","28,775",530,"32,675","3,420",300,65,250,965,"27,095",360,"7,235",895,20,0,55,210,"5,780",190,"4,800",565,5,0,30,140,"3,850",115,"2,380",285,0,0,10,60,"1,890",65,"59,880","6,060",550,145,545,"1,860","49,945",735,"29,725","2,895",200,70,250,910,"24,860",420,"30,265","3,120",290,65,215,865,"25,085",290,195,155,350
North Carolina,37,3,5,13.43%,21.43%,2.50%,6.04%,24.57%,12.38%,8.21%,9.66%,13.22,16.36,4.17,17.94%,27.95%,3.66%,7.95%,31.09%,17.25%,11.82%,13.00%,8.74%,14.59%,1.01%,1.22%,17.90%,7.24%,4.41%,5.41%,23.15%,26.40%,2.01%,11.11%,30.95%,19.06%,17.99%,11.52%,27.14%,29.38%,2.27%,20.00%,34.59%,24.20%,22.06%,14.98%,15.29%,17.65%,0.00%,0.00%,23.50%,8.91%,9.90%,3.98%,12.14%,20.65%,2.40%,5.88%,23.39%,11.58%,7.05%,9.19%,16.27%,27.28%,3.62%,6.33%,30.16%,16.20%,10.18%,12.43%,8.17%,13.81%,0.98%,1.20%,17.25%,7.06%,3.97%,5.36%,"99,630","2,335",475,55,"50,145","10,345","32,650","3,355","67,885","1,540",350,35,"32,130","7,350","24,140","2,495","31,755",780,95,5,"18,045","2,960","8,520",840,"20,225",400,15,5,"9,750","1,635","7,580",560,"15,720",285,10,5,"7,285","1,330","6,190",465,"4,505",90,0,0,"2,455",275,"1,395",70,"79,410","1,930",440,50,"40,365","8,680","25,065","2,740","52,135","1,225",330,25,"24,815","6,010","17,935","1,995","27,285",665,90,5,"15,580","2,670","7,110",735,"741,660","10,895","19,025",910,"204,100","83,560","397,590","34,715","378,310","5,510","9,555",440,"103,340","42,620","204,260","19,185","363,390","5,345","9,425",410,"100,795","40,890","193,295","15,525","87,375","1,515",745,45,"31,505","8,580","42,135","4,860","57,925",970,440,25,"21,060","5,495","28,065","3,105","29,465",510,245,15,"10,445","3,085","14,095","1,760","654,335","9,345","18,320",850,"172,600","74,935","355,460","29,830","320,380","4,490","9,110",395,"82,280","37,095","176,225","16,050","333,935","4,815","9,175",370,"90,300","37,795","179,200","13,720",465,495,"1,020"
North Dakota,38,2,4,3.20%,11.28%,0.00%,0.00%,4.94%,4.35%,2.21%,5.37%,9.07,2.73,2.14,4.29%,14.70%,0.00%,0.00%,7.46%,6.14%,3.07%,6.88%,1.77%,8.61%,0.00%,0.00%,2.48%,1.79%,1.08%,3.66%,4.93%,10.78%,0.00%,,3.13%,2.86%,3.60%,9.38%,6.28%,11.32%,0.00%,,4.76%,5.00%,4.98%,10.81%,2.31%,6.35%,0.00%,,0.00%,0.00%,0.90%,8.00%,2.97%,11.65%,0.00%,0.00%,4.76%,3.55%,2.06%,3.86%,3.92%,15.11%,0.00%,0.00%,7.14%,6.90%,2.84%,6.25%,1.69%,8.43%,0.00%,0.00%,2.80%,1.98%,1.06%,3.57%,"1,495",480,0,0,65,50,865,95,"1,025",305,0,0,50,35,615,65,405,180,0,0,15,10,205,30,290,90,0,0,5,5,165,30,235,60,0,0,5,5,145,20,50,20,0,0,0,0,15,10,"1,215",395,0,0,55,35,710,55,790,235,0,0,40,30,485,45,350,150,0,0,15,10,185,25,"46,775","4,255",600,60,"1,315","1,150","39,125","1,770","23,905","2,075",315,30,670,570,"20,010",945,"22,840","2,090",275,20,605,560,"19,055",820,"5,885",835,30,0,160,175,"4,580",320,"3,745",530,20,0,105,100,"2,910",185,"2,160",315,5,0,55,45,"1,665",125,"40,895","3,390",565,55,"1,155",985,"34,540","1,425","20,170","1,555",290,25,560,435,"17,065",720,"20,700","1,780",265,20,535,505,"17,440",700,35,60,195
Nebraska,31,2,4,7.70%,13.14%,3.88%,3.03%,31.15%,9.21%,5.32%,9.18%,7.81,25.83,3.89,10.33%,15.13%,5.34%,7.14%,36.45%,12.43%,7.44%,11.96%,4.88%,8.72%,2.14%,0.00%,25.47%,5.61%,2.95%,5.04%,15.28%,17.53%,8.11%,0.00%,49.83%,14.76%,11.30%,13.92%,18.46%,20.00%,8.00%,,56.38%,18.92%,13.80%,20.00%,8.97%,17.24%,0.00%,,40.00%,7.04%,5.93%,3.13%,6.53%,11.05%,3.22%,3.45%,27.57%,8.44%,4.39%,8.26%,8.59%,12.57%,4.72%,9.09%,32.09%,11.14%,6.04%,10.27%,4.41%,8.06%,1.87%,0.00%,23.40%,5.43%,2.59%,4.91%,"10,850",310,110,5,"2,665","1,935","5,420",415,"7,505",180,75,5,"1,635","1,350","3,905",290,"3,330",95,30,0,"1,015",565,"1,455",105,"2,850",85,15,0,715,400,"1,485",55,"2,225",60,10,0,530,315,"1,180",45,595,25,0,0,190,70,275,5,"7,980",200,85,5,"1,945","1,540","3,895",340,"5,210",105,60,5,"1,120","1,020","2,660",225,"2,715",75,25,0,820,490,"1,160",95,"140,890","2,360","2,835",165,"8,555","21,005","101,835","4,520","72,655","1,190","1,405",70,"4,485","10,865","52,520","2,425","68,255","1,090","1,400",50,"3,985","10,080","49,335","2,085","18,650",485,185,10,"1,435","2,710","13,140",395,"12,055",300,125,0,940,"1,665","8,550",225,"6,635",145,50,0,475,995,"4,635",160,"122,230","1,810","2,640",145,"7,055","18,250","88,730","4,115","60,645",835,"1,270",55,"3,490","9,155","44,010","2,190","61,615",930,"1,335",50,"3,505","9,030","44,715","1,935",115,135,430
