"Easy Access to the Census of Juveniles in Residential Placement"
"Age on Census Date by Race/Ethnicity forFlorida-2015"

,,"Race/Ethnicity",,,,,
"Age","Total","White","Black","Hispanic","American Indian","Asian","Other"
"Total","2,853","837","1,758","246","3","6","3",
"12 & younger","18","3","15","0","0","0","0",
"13","81","24","48","6","0","0","0",
"14","246","60","174","12","0","0","0",
"15","507","144","327","36","0","0","0",
"16","768","228","459","75","3","3","0",
"17","786","234","483","66","0","0","3",
"18 & older","447","141","255","51","0","3","0",

"Note: To preserve the privacy of the juvenile residents  cell counts have been rounded to the nearest multiple of three.  Florida was the State where the juvenile committed the offense for which they were being held. However  the state of offense is not always reported. These instances are not evenly distributed across states. Visit the <a href="../asp/methods.asp#StateTables">EZACJRP methods</a> section for more information.  "

Note: The "Hispanic" category includes persons of Latin American or other Spanish culture or origin regardless of race.  These persons are not included in the other race/ethnicity categories.

"Suggested citation: Sickmund  M.  Sladky  T.J.  Kang  W.  and Puzzanchera  C. (2017) "Easy Access to the Census of Juveniles in Residential Placement." Online. Available:
http://www.ojjdp.gov/ojstatbb/ezacjrp/"

"Data source: Author's analysis of OJJDP's  Census of Juveniles in Residential Placement 1997, 1999, 2001, 2003, 2006, 2007, 2010, 2011, 2013, and 2015  [machine-readable data files]."
